cycle,t_wake_us,wake_latency_us,period_us,bus_us,rc
529,5300069.223,69.223,9996.061,924.383,0
530,5310080.413,80.413,10011.190,928.272,0
531,5320069.288,69.288,9988.875,923.975,0
532,5330071.367,71.367,10002.079,921.549,0
533,5340065.835,65.835,9994.468,930.827,0
534,5350079.970,79.970,10014.135,919.216,0
535,5360070.586,70.586,9990.616,927.457,0
536,5370072.665,72.665,10002.079,927.105,0
537,5380069.966,69.966,9997.301,932.160,0
538,5390081.416,81.416,10011.450,922.272,0
539,5400069.051,69.051,9987.635,934.586,0
540,5410071.759,71.759,10002.708,921.456,0
541,5423760.424,3760.424,13688.665,932.197,0
542,5430128.250,128.250,6367.826,994.456,0
543,5440075.533,75.533,9947.283,961.734,0
544,5450093.872,93.872,10018.339,937.604,0
545,5460080.173,80.173,9986.301,938.975,0
546,5470088.104,88.104,10007.931,930.457,0
547,5480064.220,64.220,9976.116,938.641,0
548,5490077.855,77.855,10013.635,938.494,0
549,5500087.138,87.138,10009.283,959.345,0
550,5515778.807,5778.807,15691.669,992.197,0
551,5520089.722,89.722,4310.915,965.105,0
552,5530141.874,141.874,10052.152,997.956,0
553,5540096.398,96.398,9954.524,1032.475,0
554,5550108.403,108.403,10012.005,1027.863,0
555,5560083.186,83.186,9974.783,973.086,0
556,5570099.061,99.061,10015.875,1037.252,0
557,5580085.122,85.122,9986.061,976.845,0
558,5590125.127,125.127,10040.005,1027.864,0
559,5600097.354,97.354,9972.227,1065.345,0
560,5615780.987,5780.987,15683.633,982.030,0
561,5620083.735,83.735,4302.748,963.586,0
562,5630135.647,135.647,10051.912,1019.253,0
563,5640077.967,77.967,9942.320,933.938,0
564,5650072.972,72.972,9995.005,943.716,0
565,5660079.144,79.144,10006.172,941.456,0
566,5670102.797,102.797,10023.653,962.308,0
567,5680071.728,71.728,9968.931,935.605,0
568,5690072.455,72.455,10000.727,927.327,0
569,5700081.627,81.627,10009.172,948.531,0
570,5710112.409,112.409,10030.782,962.900,0
571,5720068.118,68.118,9955.709,934.938,0
572,5730066.623,66.623,9998.505,929.864,0
573,5740063.721,63.721,9997.098,934.123,0
574,5750117.485,117.485,10053.764,963.568,0
575,5760071.657,71.657,9954.172,929.604,0
576,5770065.940,65.940,9994.283,926.364,0
577,5780082.963,82.963,10017.023,966.012,0
578,5790127.653,127.653,10044.690,970.919,0
579,5800074.788,74.788,9947.135,931.994,0
580,5810111.330,111.330,10036.542,956.364,0
581,5820076.502,76.502,9965.172,933.234,0
582,5830075.007,75.007,9998.505,927.383,0
583,5843789.634,3789.634,13714.627,982.660,0
584,5850125.850,125.850,6336.216,960.808,0
585,5860085.855,85.855,9960.005,974.641,0
586,5870124.582,124.582,10038.727,976.956,0
587,5880095.643,95.643,9971.061,984.382,0
588,5890113.592,113.592,10017.949,995.030,0
589,5900086.375,86.375,9972.783,996.660,0
